REF_DATE,GEO,DGUID,Companies,Diesel fuel consumption,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2016,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,10037
2016,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1261598794
2016,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2016,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2016,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,NULL
2016,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,NULL
2016,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,79636
2016,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,71670
2016,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,2004
2016,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,4895
2016,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,1067
2016,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,50254311
2017,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2040497
2017,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1933822
2017,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,47492
2017,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,49982
2017,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,9201
2017,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1564486422
2017,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,76642
2017,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,68997
2017,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,2119
2017,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,4439
2017,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,1087
2017,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,57713422
