REF_DATE,GEO,DGUID,Level of education,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2010/2011,Manitoba,2016A000246,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.3
2010/2011,Manitoba,2016A000246,College,Index of change,Index,160,units ,0,114
2010/2011,Manitoba,2016A000246,University,Constant dollars,Dollars,81,units ,0,1018
2010/2011,Manitoba,2016A000246,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.6
2010/2011,Manitoba,2016A000246,University,Index of change,Index,160,units ,0,129
2010/2011,Saskatchewan,2016A000247,All levels combined,Constant dollars,Dollars,81,units ,0,4417
2010/2011,Saskatchewan,2016A000247,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2010/2011,Saskatchewan,2016A000247,All levels combined,Index of change,Index,160,units ,0,104
2010/2011,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2614
2010/2011,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,59.2
2010/2011,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,103
2010/2011,Saskatchewan,2016A000247,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1803
2010/2011,Saskatchewan,2016A000247,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,40.8
2010/2011,Saskatchewan,2016A000247,Post-secondary levels combined,Index of change,Index,160,units ,0,106
2010/2011,Saskatchewan,2016A000247,College,Constant dollars,Dollars,81,units ,0,590
2010/2011,Saskatchewan,2016A000247,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.3
2010/2011,Saskatchewan,2016A000247,College,Index of change,Index,160,units ,0,97
2010/2011,Saskatchewan,2016A000247,University,Constant dollars,Dollars,81,units ,0,1214
2010/2011,Saskatchewan,2016A000247,University,Percentage distribution of  expenditures,Percent,239,units ,0,27.5
2010/2011,Saskatchewan,2016A000247,University,Index of change,Index,160,units ,0,112
2010/2011,Alberta,2016A000248,All levels combined,Constant dollars,Dollars,81,units ,0,14509
2010/2011,Alberta,2016A000248,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2010/2011,Alberta,2016A000248,All levels combined,Index of change,Index,160,units ,0,127
2010/2011,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,8725
2010/2011,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,60.1
2010/2011,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,137
2010/2011,Alberta,2016A000248,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,5785
2010/2011,Alberta,2016A000248,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,39.9
2010/2011,Alberta,2016A000248,Post-secondary levels combined,Index of change,Index,160,units ,0,115
2010/2011,Alberta,2016A000248,College,Constant dollars,Dollars,81,units ,0,2169
2010/2011,Alberta,2016A000248,College,Percentage distribution of  expenditures,Percent,239,units ,0,15
2010/2011,Alberta,2016A000248,College,Index of change,Index,160,units ,0,101
2010/2011,Alberta,2016A000248,University,Constant dollars,Dollars,81,units ,0,3615
2010/2011,Alberta,2016A000248,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.9
2010/2011,Alberta,2016A000248,University,Index of change,Index,160,units ,0,126
2010/2011,British Columbia,2016A000259,All levels combined,Constant dollars,Dollars,81,units ,0,13162
2010/2011,British Columbia,2016A000259,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2010/2011,British Columbia,2016A000259,All levels combined,Index of change,Index,160,units ,0,112
2010/2011,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,6929
2010/2011,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,52.6
2010/2011,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,104
2010/2011,British Columbia,2016A000259,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,6232
2010/2011,British Columbia,2016A000259,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,47.4
2010/2011,British Columbia,2016A000259,Post-secondary levels combined,Index of change,Index,160,units ,0,122
2010/2011,British Columbia,2016A000259,College,Constant dollars,Dollars,81,units ,0,2171
2010/2011,British Columbia,2016A000259,College,Percentage distribution of  expenditures,Percent,239,units ,0,16.5
2010/2011,British Columbia,2016A000259,College,Index of change,Index,160,units ,0,107
2010/2011,British Columbia,2016A000259,University,Constant dollars,Dollars,81,units ,0,4061
2010/2011,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,30.9
2010/2011,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,132
2010/2011,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,170
2010/2011,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2010/2011,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,113
2010/2011,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,110
2010/2011,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,64.9
2010/2011,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,102
2010/2011,Yukon,2016A000260,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,59
2010/2011,Yukon,2016A000260,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,34.5
2010/2011,Yukon,2016A000260,Post-secondary levels combined,Index of change,Index,160,units ,0,136
2010/2011,Yukon,2016A000260,College,Constant dollars,Dollars,81,units ,0,59
2010/2011,Yukon,2016A000260,College,Percentage distribution of  expenditures,Percent,239,units ,0,34.5
2010/2011,Yukon,2016A000260,College,Index of change,Index,160,units ,0,136
2010/2011,Yukon,2016A000260,University,Constant dollars,Dollars,81,units ,0,NULL
2010/2011,Yukon,2016A000260,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2010/2011,Yukon,2016A000260,University,Index of change,Index,160,units ,0,NULL
2010/2011,Northwest Territories,2016A000261,All levels combined,Constant dollars,Dollars,81,units ,0,269
2010/2011,Northwest Territories,2016A000261,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2010/2011,Northwest Territories,2016A000261,All levels combined,Index of change,Index,160,units ,0,74
2010/2011,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,207
2010/2011,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,77.2
2010/2011,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,87
2010/2011,Northwest Territories,2016A000261,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,61
2010/2011,Northwest Territories,2016A000261,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,22.8
2010/2011,Northwest Territories,2016A000261,Post-secondary levels combined,Index of change,Index,160,units ,0,49
2010/2011,Northwest Territories,2016A000261,College,Constant dollars,Dollars,81,units ,0,61
2010/2011,Northwest Territories,2016A000261,College,Percentage distribution of  expenditures,Percent,239,units ,0,22.8
2010/2011,Northwest Territories,2016A000261,College,Index of change,Index,160,units ,0,49
2010/2011,Northwest Territories,2016A000261,University,Constant dollars,Dollars,81,units ,0,NULL
2010/2011,Northwest Territories,2016A000261,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2010/2011,Northwest Territories,2016A000261,University,Index of change,Index,160,units ,0,NULL
2010/2011,Nunavut,2016A000262,All levels combined,Constant dollars,Dollars,81,units ,0,207
2010/2011,Nunavut,2016A000262,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2010/2011,Nunavut,2016A000262,All levels combined,Index of change,Index,160,units ,0,97
2010/2011,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,151
2010/2011,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,73.2
2010/2011,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,96
2010/2011,Nunavut,2016A000262,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,55
2010/2011,Nunavut,2016A000262,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,26.8
2010/2011,Nunavut,2016A000262,Post-secondary levels combined,Index of change,Index,160,units ,0,103
2010/2011,Nunavut,2016A000262,College,Constant dollars,Dollars,81,units ,0,55
2010/2011,Nunavut,2016A000262,College,Percentage distribution of  expenditures,Percent,239,units ,0,26.8
2010/2011,Nunavut,2016A000262,College,Index of change,Index,160,units ,0,103
2010/2011,Nunavut,2016A000262,University,Constant dollars,Dollars,81,units ,0,NULL
2010/2011,Nunavut,2016A000262,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2010/2011,Nunavut,2016A000262,University,Index of change,Index,160,units ,0,NULL
2011/2012,Canada,2016A000011124,All levels combined,Constant dollars,Dollars,81,units ,0,110088
2011/2012,Canada,2016A000011124,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Canada,2016A000011124,All levels combined,Index of change,Index,160,units ,0,110
2011/2012,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,64225
2011/2012,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.3
2011/2012,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,109
2011/2012,Canada,2016A000011124,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,45863
2011/2012,Canada,2016A000011124,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,41.7
2011/2012,Canada,2016A000011124,Post-secondary levels combined,Index of change,Index,160,units ,0,111
2011/2012,Canada,2016A000011124,College,Constant dollars,Dollars,81,units ,0,15884
2011/2012,Canada,2016A000011124,College,Percentage distribution of  expenditures,Percent,239,units ,0,14.4
2011/2012,Canada,2016A000011124,College,Index of change,Index,160,units ,0,104
2011/2012,Canada,2016A000011124,University,Constant dollars,Dollars,81,units ,0,29980
2011/2012,Canada,2016A000011124,University,Percentage distribution of  expenditures,Percent,239,units ,0,27.2
2011/2012,Canada,2016A000011124,University,Index of change,Index,160,units ,0,115
2011/2012,Newfoundland and Labrador,2016A000210,All levels combined,Constant dollars,Dollars,81,units ,0,1689
2011/2012,Newfoundland and Labrador,2016A000210,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Newfoundland and Labrador,2016A000210,All levels combined,Index of change,Index,160,units ,0,106
2011/2012,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,870
2011/2012,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,51.5
2011/2012,Newfoundland and Labrador,2016A000210,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,98
2011/2012,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,819
2011/2012,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,48.5
2011/2012,Newfoundland and Labrador,2016A000210,Post-secondary levels combined,Index of change,Index,160,units ,0,116
2011/2012,Newfoundland and Labrador,2016A000210,College,Constant dollars,Dollars,81,units ,0,227
2011/2012,Newfoundland and Labrador,2016A000210,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.4
2011/2012,Newfoundland and Labrador,2016A000210,College,Index of change,Index,160,units ,0,97
2011/2012,Newfoundland and Labrador,2016A000210,University,Constant dollars,Dollars,81,units ,0,592
2011/2012,Newfoundland and Labrador,2016A000210,University,Percentage distribution of  expenditures,Percent,239,units ,0,35.1
2011/2012,Newfoundland and Labrador,2016A000210,University,Index of change,Index,160,units ,0,126
2011/2012,Prince Edward Island,2016A000211,All levels combined,Constant dollars,Dollars,81,units ,0,464
2011/2012,Prince Edward Island,2016A000211,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2011/2012,Prince Edward Island,2016A000211,All levels combined,Index of change,Index,160,units ,0,116
2011/2012,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,242
2011/2012,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,52.2
2011/2012,Prince Edward Island,2016A000211,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,117
2011/2012,Prince Edward Island,2016A000211,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,222
2011/2012,Prince Edward Island,2016A000211,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,47.8
2011/2012,Prince Edward Island,2016A000211,Post-secondary levels combined,Index of change,Index,160,units ,0,115
2011/2012,Prince Edward Island,2016A000211,College,Constant dollars,Dollars,81,units ,0,101
2011/2012,Prince Edward Island,2016A000211,College,Percentage distribution of  expenditures,Percent,239,units ,0,21.7
2011/2012,Prince Edward Island,2016A000211,College,Index of change,Index,160,units ,0,135
2011/2012,Prince Edward Island,2016A000211,University,Constant dollars,Dollars,81,units ,0,122
2011/2012,Prince Edward Island,2016A000211,University,Percentage distribution of  expenditures,Percent,239,units ,0,26.3
2011/2012,Prince Edward Island,2016A000211,University,Index of change,Index,160,units ,0,103
